Name,Setter,Ascensionist Count,Angle,V Grade,Holds
Habs club no happy endings,Abel,121,10,1,"[[(24, 16), 'Feet'], [(56, 16), 'Feet'], [(32, 32), 'Feet'], [(64, 32), 'Feet'], [(16, 40), 'Feet'], [(64, 48), 'Feet'], [(24, 64), 'Starting'], [(48, 64), 'Starting'], [(96, 64), 'Feet'], [(48, 80), 'Hand'], [(56, 96), 'Hand'], [(40, 104), 'Hand'], [(72, 104), 'Hand'], [(56, 112), 'Hand'], [(104, 112), 'Hand'], [(72, 120), 'Hand'], [(104, 128), 'Hand'], [(128, 144), 'Hand'], [(136, 152), 'Finish'], [(36, 52), 'Feet'], [(124, 92), 'Feet']]"
Inconsistent Vincent,Isaac_Palatt,51,15,4,"[[(112, 16), 'Feet'], [(136, 40), 'Starting'], [(128, 80), 'Hand'], [(104, 88), 'Hand'], [(104, 112), 'Hand'], [(32, 128), 'Hand'], [(80, 128), 'Hand'], [(64, 136), 'Hand'], [(16, 152), 'Finish'], [(140, 4), 'Feet'], [(116, 4), 'Feet'], [(84, 52), 'Feet'], [(100, 68), 'Feet'], [(60, 76), 'Feet'], [(28, 92), 'Feet']]"
ONDRAs KNEE,Thatsprettybrad,436,30,4,"[[(104, 32), 'Starting'], [(80, 56), 'Hand'], [(80, 64), 'Hand'], [(48, 72), 'Hand'], [(40, 96), 'Hand'], [(48, 96), 'Hand'], [(48, 128), 'Hand'], [(56, 128), 'Hand'], [(72, 152), 'Finish'], [(100, 4), 'Feet'], [(52, 20), 'Feet'], [(36, 52), 'Feet']]"
easy🤫,rockstart,150,0,0,"[[(72, 16), 'Feet'], [(40, 24), 'Feet'], [(64, 32), 'Feet'], [(40, 48), 'Feet'], [(72, 48), 'Feet'], [(32, 56), 'Feet'], [(56, 56), 'Feet'], [(56, 64), 'Starting'], [(72, 64), 'Starting'], [(32, 72), 'Feet'], [(64, 80), 'Hand'], [(40, 88), 'Hand'], [(24, 104), 'Hand'], [(64, 104), 'Hand'], [(48, 112), 'Hand'], [(40, 120), 'Hand'], [(48, 128), 'Hand'], [(40, 136), 'Finish'], [(56, 136), 'Finish']]"
Steep Thrills,jwilder,121,0,0,"[[(16, 32), 'Starting'], [(40, 40), 'Starting'], [(8, 56), 'Hand'], [(32, 72), 'Hand'], [(32, 96), 'Hand'], [(56, 96), 'Hand'], [(72, 104), 'Hand'], [(72, 120), 'Hand'], [(56, 136), 'Hand'], [(72, 152), 'Finish'], [(4, 4), 'Feet'], [(20, 20), 'Feet'], [(4, 36), 'Feet'], [(28, 44), 'Feet'], [(68, 68), 'Feet'], [(68, 84), 'Feet']]"
Dungeon Master,jwilder,124,30,4,"[[(16, 32), 'Starting'], [(40, 64), 'Hand'], [(8, 72), 'Hand'], [(40, 96), 'Hand'], [(40, 104), 'Hand'], [(56, 128), 'Hand'], [(56, 144), 'Hand'], [(80, 152), 'Finish'], [(52, 4), 'Feet'], [(4, 4), 'Feet'], [(28, 28), 'Feet'], [(44, 28), 'Starting'], [(44, 92), 'Feet']]"
Wosli’s Woll,BennyA,46,0,0,"[[(80, 32), 'Feet'], [(48, 48), 'Starting'], [(72, 48), 'Starting'], [(56, 72), 'Hand'], [(72, 80), 'Hand'], [(56, 104), 'Hand'], [(72, 112), 'Hand'], [(72, 128), 'Hand'], [(56, 152), 'Hand'], [(80, 152), 'Finish'], [(76, 4), 'Feet'], [(52, 4), 'Feet'], [(76, 60), 'Feet']]"
Make it a Meal,AudenA,128,35,5,"[[(88, 32), 'Starting'], [(96, 64), 'Hand'], [(56, 88), 'Hand'], [(64, 88), 'Hand'], [(16, 96), 'Hand'], [(24, 128), 'Hand'], [(8, 152), 'Finish'], [(92, 4), 'Feet'], [(76, 4), 'Feet'], [(4, 36), 'Feet'], [(76, 44), 'Feet'], [(4, 52), 'Feet']]"
Pinche Pinches Center,wrongwong,54,30,5,"[[(80, 16), 'Starting'], [(64, 40), 'Starting'], [(96, 56), 'Hand'], [(64, 72), 'Hand'], [(96, 88), 'Hand'], [(56, 104), 'Hand'], [(72, 104), 'Hand'], [(40, 128), 'Hand'], [(56, 152), 'Finish'], [(76, 4), 'Feet'], [(52, 52), 'Feet'], [(28, 76), 'Feet'], [(36, 100), 'Feet']]"
submission (b variation) 2,cliff_shredder,215,15,6,"[[(32, 8), 'Hand'], [(32, 32), 'Starting'], [(48, 56), 'Starting'], [(40, 80), 'Hand'], [(64, 88), 'Hand'], [(88, 104), 'Hand'], [(64, 136), 'Hand'], [(64, 152), 'Finish'], [(28, 44), 'Feet'], [(28, 60), 'Feet'], [(116, 84), 'Feet']]"
Sunday Scaries,demyanek,69,40,5,"[[(104, 8), 'Feet'], [(72, 8), 'Feet'], [(72, 40), 'Starting'], [(96, 64), 'Starting'], [(80, 96), 'Hand'], [(88, 104), 'Hand'], [(96, 128), 'Hand'], [(72, 152), 'Finish'], [(52, 52), 'Feet']]"
🦁's rawr,karneasada,52,15,2,"[[(56, 8), 'Feet'], [(32, 48), 'Starting'], [(56, 56), 'Starting'], [(48, 80), 'Hand'], [(72, 80), 'Hand'], [(48, 96), 'Feet'], [(80, 104), 'Hand'], [(56, 120), 'Hand'], [(48, 152), 'Finish'], [(64, 152), 'Finish'], [(36, 20), 'Feet'], [(84, 36), 'Feet']]"
They can’t stop us all!,Flytailwheels,46,20,4,"[[(16, 32), 'Starting'], [(32, 32), 'Starting'], [(48, 56), 'Hand'], [(40, 80), 'Hand'], [(48, 96), 'Hand'], [(40, 112), 'Hand'], [(64, 136), 'Hand'], [(64, 152), 'Finish'], [(80, 152), 'Finish'], [(36, 4), 'Feet'], [(4, 4), 'Feet'], [(12, 28), 'Feet'], [(68, 52), 'Feet'], [(28, 60), 'Feet'], [(68, 84), 'Feet']]"
simple and hard,danngonz3,180,40,6,"[[(80, 16), 'Starting'], [(40, 32), 'Starting'], [(48, 72), 'Hand'], [(48, 104), 'Hand'], [(88, 120), 'Hand'], [(64, 152), 'Finish'], [(44, 4), 'Feet'], [(28, 4), 'Feet'], [(36, 68), 'Feet'], [(108, 92), 'Feet']]"
18 holds,jakedotclimbs,68,10,0,"[[(48, 16), 'Feet'], [(64, 24), 'Feet'], [(48, 32), 'Starting'], [(56, 48), 'Starting'], [(72, 56), 'Hand'], [(56, 72), 'Hand'], [(80, 80), 'Hand'], [(64, 104), 'Hand'], [(88, 104), 'Hand'], [(48, 120), 'Hand'], [(64, 136), 'Hand'], [(64, 152), 'Finish'], [(44, 4), 'Feet'], [(44, 44), 'Feet'], [(100, 52), 'Feet']]"
pedo Mellon a minno,Harleyparsons,45,20,1,"[[(72, 8), 'Feet'], [(96, 16), 'Feet'], [(64, 32), 'Feet'], [(72, 40), 'Starting'], [(96, 48), 'Feet'], [(88, 64), 'Hand'], [(64, 72), 'Hand'], [(96, 80), 'Feet'], [(48, 96), 'Feet'], [(80, 96), 'Hand'], [(72, 120), 'Hand'], [(72, 136), 'Hand'], [(64, 152), 'Finish']]"
Get Warmed,ChiNNe,56,40,3,"[[(32, 8), 'Feet'], [(56, 24), 'Feet'], [(16, 40), 'Starting'], [(80, 40), 'Feet'], [(48, 48), 'Starting'], [(40, 56), 'Hand'], [(72, 80), 'Hand'], [(40, 88), 'Hand'], [(56, 112), 'Hand'], [(40, 120), 'Hand'], [(48, 144), 'Finish'], [(52, 4), 'Feet']]"
pinkynowork,9degreesWaterloo,42,30,1,"[[(80, 8), 'Feet'], [(32, 40), 'Starting'], [(48, 48), 'Starting'], [(48, 80), 'Hand'], [(72, 80), 'Hand'], [(64, 96), 'Hand'], [(72, 112), 'Hand'], [(56, 120), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(44, 4), 'Feet']]"
Bay’s last day,Jax,59,15,3,"[[(96, 32), 'Starting'], [(72, 40), 'Starting'], [(56, 72), 'Hand'], [(104, 72), 'Hand'], [(80, 96), 'Hand'], [(48, 112), 'Hand'], [(80, 128), 'Hand'], [(112, 152), 'Finish'], [(100, 4), 'Feet'], [(68, 4), 'Feet'], [(44, 44), 'Feet'], [(36, 84), 'Feet']]"
save that,lancelot,40,0,2,"[[(56, 24), 'Starting'], [(72, 48), 'Starting'], [(88, 64), 'Hand'], [(56, 88), 'Hand'], [(88, 120), 'Hand'], [(104, 120), 'Hand'], [(56, 152), 'Finish'], [(64, 152), 'Finish'], [(68, 4), 'Feet'], [(60, 4), 'Feet'], [(84, 100), 'Feet']]"
curious george,nickcckckckckc,222,40,6,"[[(56, 48), 'Starting'], [(40, 64), 'Hand'], [(64, 80), 'Hand'], [(96, 88), 'Hand'], [(56, 96), 'Hand'], [(88, 96), 'Hand'], [(112, 104), 'Hand'], [(104, 128), 'Hand'], [(112, 152), 'Finish'], [(44, 4), 'Feet'], [(68, 20), 'Feet'], [(116, 52), 'Feet']]"
dmw7,mhw406,44,20,5,"[[(24, 24), 'Starting'], [(48, 32), 'Starting'], [(40, 64), 'Hand'], [(64, 72), 'Hand'], [(56, 104), 'Hand'], [(40, 112), 'Hand'], [(16, 128), 'Hand'], [(32, 152), 'Finish'], [(20, 4), 'Feet'], [(68, 20), 'Feet'], [(60, 28), 'Feet'], [(52, 52), 'Feet'], [(20, 68), 'Feet'], [(36, 84), 'Feet']]"
Champion's Dawn,daxxta,103,40,8,"[[(16, 8), 'Feet'], [(24, 16), 'Feet'], [(56, 32), '20'], [(24, 40), '20'], [(64, 64), 'Hand'], [(56, 96), 'Hand'], [(96, 120), 'Hand'], [(80, 152), 'Finish']]"
Dying of Thirst,AudenA,71,35,9,"[[(136, 24), 'Starting'], [(96, 56), 'Hand'], [(136, 56), 'Starting'], [(128, 80), 'Hand'], [(96, 88), 'Hand'], [(40, 96), 'Hand'], [(56, 104), 'Hand'], [(32, 120), 'Hand'], [(8, 136), 'Hand'], [(8, 152), 'Finish'], [(140, 4), 'Feet'], [(20, 68), 'Feet']]"
bigyikes,mattymoody,43,45,7,"[[(40, 32), 'Starting'], [(32, 64), 'Hand'], [(48, 104), 'Hand'], [(48, 112), 'Hand'], [(88, 112), 'Hand'], [(96, 152), 'Finish'], [(52, 4), 'Feet'], [(20, 4), 'Feet'], [(4, 20), 'Feet'], [(84, 68), 'Feet'], [(76, 76), 'Feet']]"
unknown #60,spalermo,42,0,4,"[[(56, 16), 'Feet'], [(72, 24), 'Feet'], [(72, 40), 'Starting'], [(96, 64), 'Hand'], [(104, 72), 'Hand'], [(88, 96), 'Hand'], [(88, 104), 'Hand'], [(48, 112), 'Hand'], [(56, 136), 'Hand'], [(64, 144), 'Hand'], [(88, 152), 'Finish'], [(76, 44), 'Feet']]"
Warmup Tribe,vincentdohna,46,45,1,"[[(64, 32), 'Feet'], [(128, 40), 'Starting'], [(136, 40), 'Feet'], [(96, 48), 'Starting'], [(56, 56), 'Feet'], [(80, 72), 'Feet'], [(104, 72), 'Hand'], [(72, 80), 'Hand'], [(72, 96), 'Hand'], [(40, 104), 'Feet'], [(56, 112), 'Hand'], [(72, 136), 'Hand'], [(48, 152), 'Finish'], [(56, 152), 'Finish'], [(140, 4), 'Feet']]"
and then we will have some fun,Delire_PB,45,15,4,"[[(64, 48), 'Starting'], [(88, 48), 'Starting'], [(96, 88), 'Hand'], [(64, 104), 'Hand'], [(88, 136), 'Hand'], [(64, 152), 'Finish'], [(88, 152), 'Finish'], [(76, 4), 'Feet'], [(60, 4), 'Feet'], [(100, 52), 'Feet'], [(68, 68), 'Feet'], [(100, 100), 'Feet'], [(68, 116), 'Feet'], [(76, 124), 'Feet'], [(68, 132), 'Feet'], [(100, 132), 'Feet']]"
Bolo Tie,s14rob,153,0,2,"[[(88, 8), 'Feet'], [(64, 32), 'Feet'], [(72, 48), 'Starting'], [(104, 64), 'Hand'], [(80, 80), 'Hand'], [(40, 88), 'Feet'], [(56, 104), 'Hand'], [(88, 104), 'Hand'], [(64, 128), 'Hand'], [(48, 152), 'Finish']]"
flailing,pgfv,57,40,3,"[[(64, 32), 'Starting'], [(104, 40), 'Starting'], [(32, 48), 'Feet'], [(72, 48), 'Hand'], [(56, 64), 'Hand'], [(88, 80), 'Hand'], [(56, 96), 'Hand'], [(56, 112), 'Hand'], [(32, 128), 'Hand'], [(48, 152), 'Finish'], [(124, 4), 'Feet'], [(68, 4), 'Feet']]"
Cookie Monster 🤤🤤,tannerlemmon,208,30,6,"[[(64, 32), 'Starting'], [(80, 48), 'Starting'], [(72, 72), 'Hand'], [(40, 80), 'Hand'], [(80, 112), 'Hand'], [(120, 128), 'Hand'], [(136, 152), 'Finish'], [(60, 4), 'Feet'], [(76, 44), 'Feet'], [(28, 60), 'Feet'], [(60, 76), 'Feet'], [(84, 100), 'Feet'], [(108, 108), 'Feet']]"
satan,ninaa728,199,30,3,"[[(72, 8), 'Feet'], [(72, 48), 'Starting'], [(80, 88), 'Hand'], [(88, 88), 'Hand'], [(56, 104), 'Hand'], [(64, 128), 'Hand'], [(56, 152), 'Finish'], [(76, 4), 'Feet'], [(68, 4), 'Feet'], [(84, 52), 'Feet'], [(44, 76), 'Feet']]"
proj braj,jwebxl,189,0,1,"[[(32, 8), 'Feet'], [(56, 24), 'Feet'], [(40, 40), 'Starting'], [(48, 48), 'Starting'], [(96, 56), 'Hand'], [(56, 64), 'Hand'], [(96, 88), 'Hand'], [(56, 104), 'Hand'], [(72, 136), 'Finish']]"
JH1,jameshurst,88,40,8,"[[(32, 16), 'Feet'], [(80, 24), 'Starting'], [(88, 56), 'Starting'], [(40, 64), 'Hand'], [(56, 88), 'Hand'], [(112, 112), 'Feet'], [(32, 120), 'Hand'], [(56, 136), 'Hand'], [(72, 144), 'Hand'], [(112, 152), 'Finish'], [(84, 20), 'Feet'], [(36, 52), 'Feet'], [(68, 52), 'Feet']]"
extinguish the fire,calvinatkinson,47,40,6,"[[(72, 32), 'Starting'], [(48, 64), 'Hand'], [(64, 80), 'Hand'], [(56, 104), 'Hand'], [(96, 120), 'Hand'], [(80, 144), 'Hand'], [(88, 152), 'Finish'], [(84, 4), 'Feet'], [(76, 4), 'Feet'], [(68, 52), 'Feet'], [(116, 100), 'Feet']]"
Eden Wanna Be,MrCoach,100,20,7,"[[(32, 24), 'Starting'], [(56, 24), 'Starting'], [(24, 96), 'Hand'], [(48, 152), 'Finish'], [(44, 4), 'Feet'], [(60, 44), 'Hand'], [(4, 52), 'Feet'], [(44, 60), 'Hand'], [(60, 60), 'Hand'], [(20, 132), 'Hand']]"
Diplomatico,juligris,75,0,2,"[[(72, 8), 'Feet'], [(48, 32), 'Starting'], [(72, 48), 'Starting'], [(88, 72), 'Hand'], [(80, 88), 'Hand'], [(80, 96), 'Hand'], [(56, 104), 'Hand'], [(64, 128), 'Hand'], [(48, 136), 'Hand'], [(48, 152), 'Finish'], [(60, 4), 'Feet'], [(52, 4), 'Feet'], [(44, 60), 'Feet'], [(60, 60), 'Feet'], [(52, 68), 'Feet'], [(44, 76), 'Feet'], [(36, 84), 'Feet'], [(36, 100), 'Feet']]"
wuc 1.1,pbonamici,58,40,4,"[[(64, 8), 'Feet'], [(88, 32), 'Starting'], [(104, 48), 'Starting'], [(72, 64), 'Hand'], [(88, 80), 'Hand'], [(72, 96), 'Hand'], [(72, 112), 'Hand'], [(72, 136), 'Hand'], [(96, 152), 'Finish']]"
opening bell,minivanstew,112,0,1,"[[(48, 32), 'Starting'], [(64, 40), 'Starting'], [(72, 56), 'Hand'], [(56, 72), 'Hand'], [(72, 80), 'Hand'], [(64, 104), 'Hand'], [(96, 104), 'Hand'], [(88, 128), 'Hand'], [(104, 128), 'Hand'], [(96, 144), 'Hand'], [(96, 152), 'Finish'], [(76, 4), 'Feet'], [(44, 4), 'Feet'], [(76, 44), 'Feet'], [(116, 68), 'Feet'], [(116, 84), 'Feet'], [(76, 92), 'Feet']]"
Count of Monte Cristo,GW_Kilter,90,25,3,"[[(40, 48), 'Starting'], [(24, 56), 'Starting'], [(64, 72), 'Hand'], [(48, 80), 'Hand'], [(80, 96), 'Hand'], [(64, 112), 'Hand'], [(96, 128), 'Hand'], [(72, 152), 'Finish'], [(28, 4), 'Feet'], [(4, 20), 'Feet'], [(36, 20), 'Feet'], [(92, 44), 'Feet'], [(52, 52), 'Feet'], [(68, 100), 'Feet']]"
Subatomic,GirthQuake,43,40,4,"[[(104, 24), 'Starting'], [(112, 64), 'Starting'], [(64, 72), 'Feet'], [(72, 88), 'Hand'], [(104, 104), 'Hand'], [(104, 128), 'Hand'], [(128, 152), 'Finish'], [(140, 4), 'Feet'], [(92, 4), 'Feet'], [(52, 52), 'Feet']]"
Cherry popped,khb11b,58,15,3,"[[(56, 8), 'Feet'], [(40, 8), 'Feet'], [(40, 32), 'Starting'], [(72, 40), 'Feet'], [(56, 56), 'Hand'], [(88, 72), 'Feet'], [(48, 80), 'Hand'], [(80, 96), 'Hand'], [(72, 136), 'Hand'], [(96, 152), 'Finish']]"
PULL PULL,TylerZz,65,40,3,"[[(136, 40), 'Starting'], [(120, 64), 'Hand'], [(120, 88), 'Hand'], [(136, 88), 'Hand'], [(104, 104), 'Hand'], [(72, 112), 'Hand'], [(80, 136), 'Hand'], [(56, 152), 'Finish'], [(64, 152), 'Finish'], [(140, 4), 'Feet'], [(132, 4), 'Feet'], [(124, 4), 'Feet'], [(116, 4), 'Feet'], [(108, 44), 'Feet'], [(92, 60), 'Feet'], [(84, 68), 'Feet'], [(52, 84), 'Feet'], [(52, 100), 'Feet']]"
Dock Roaches,Thenickoftime,126,35,5,"[[(48, 32), 'Starting'], [(56, 40), 'Starting'], [(48, 64), 'Hand'], [(56, 80), 'Hand'], [(80, 96), 'Hand'], [(56, 128), 'Hand'], [(64, 136), 'Hand'], [(80, 152), 'Finish'], [(60, 4), 'Feet'], [(36, 4), 'Feet'], [(44, 28), 'Feet'], [(68, 36), 'Feet'], [(84, 52), 'Feet']]"
maybe I can,amayfield,77,10,5,"[[(40, 64), 'Hand'], [(40, 80), 'Hand'], [(72, 104), 'Hand'], [(40, 120), 'Hand'], [(16, 144), 'Finish'], [(36, 20), 'Feet'], [(12, 28), 'Feet'], [(36, 36), 'Feet'], [(12, 44), 'Starting'], [(4, 52), 'Starting'], [(76, 60), 'Feet'], [(28, 92), 'Feet'], [(36, 132), 'Hand']]"
warmingup,Medcean,50,20,1,"[[(72, 8), 'Feet'], [(32, 8), 'Hand'], [(40, 40), 'Feet'], [(80, 40), 'Starting'], [(72, 48), 'Starting'], [(56, 64), 'Hand'], [(112, 64), 'Feet'], [(64, 80), 'Hand'], [(40, 88), 'Hand'], [(72, 104), 'Hand'], [(72, 112), 'Hand'], [(104, 120), 'Hand'], [(112, 128), 'Hand'], [(120, 152), 'Finish']]"
get to the chopper,matt.turner18,40,40,6,"[[(88, 24), 'Starting'], [(32, 40), 'Feet'], [(104, 40), 'Starting'], [(64, 64), 'Hand'], [(64, 80), 'Hand'], [(48, 104), 'Hand'], [(64, 120), 'Hand'], [(56, 152), 'Finish'], [(100, 20), 'Feet']]"
Solo 1,TomJim,59,20,3,"[[(72, 40), 'Starting'], [(96, 72), 'Hand'], [(136, 72), 'Hand'], [(112, 80), 'Hand'], [(88, 112), 'Hand'], [(128, 112), 'Hand'], [(88, 120), 'Hand'], [(48, 136), 'Hand'], [(40, 152), 'Finish'], [(92, 4), 'Feet'], [(92, 28), 'Feet'], [(124, 28), 'Feet'], [(140, 44), 'Feet'], [(76, 76), 'Feet'], [(52, 84), 'Feet'], [(84, 84), 'Feet'], [(52, 100), 'Feet']]"
Jug Dealer,pouletnator,100,10,1,"[[(96, 40), 'Starting'], [(80, 64), 'Hand'], [(104, 64), 'Hand'], [(72, 80), 'Hand'], [(104, 112), 'Hand'], [(48, 136), 'Hand'], [(72, 136), 'Hand'], [(32, 152), 'Finish'], [(40, 152), 'Finish'], [(92, 4), 'Feet'], [(68, 4), 'Feet'], [(60, 44), 'Feet'], [(36, 100), 'Feet']]"
tuyu,juan,60,15,5,"[[(112, 8), 'Feet'], [(104, 32), 'Starting'], [(104, 80), 'Hand'], [(72, 104), 'Hand'], [(72, 128), 'Hand'], [(48, 152), 'Finish'], [(116, 36), 'Feet'], [(68, 68), 'Feet']]"
I Want to Climb V10 and Eat Ice Cream for Breakfast,GirthQuake,120,30,6,"[[(88, 24), 'Starting'], [(120, 24), 'Starting'], [(136, 56), 'Feet'], [(96, 64), 'Hand'], [(80, 80), 'Feet'], [(112, 96), 'Hand'], [(88, 120), 'Hand'], [(64, 128), 'Hand'], [(96, 128), 'Hand'], [(64, 136), 'Hand'], [(32, 144), 'Hand'], [(16, 152), 'Finish'], [(40, 152), 'Finish'], [(116, 4), 'Feet'], [(84, 4), 'Feet'], [(108, 44), 'Feet']]"
El Pollo,Austin_hoyt,111,0,2,"[[(64, 16), 'Feet'], [(80, 24), 'Feet'], [(88, 48), 'Starting'], [(96, 48), 'Starting'], [(80, 80), 'Hand'], [(96, 96), 'Hand'], [(64, 104), 'Hand'], [(96, 120), 'Hand'], [(88, 144), 'Hand'], [(104, 152), 'Finish'], [(60, 60), 'Feet'], [(92, 76), 'Feet']]"
Mama Mia Pizza Ria,KimPossible,98,20,2,"[[(40, 40), 'Feet'], [(64, 40), 'Starting'], [(88, 56), 'Starting'], [(56, 64), 'Feet'], [(80, 72), 'Feet'], [(72, 80), 'Hand'], [(56, 88), 'Hand'], [(56, 104), 'Feet'], [(48, 112), 'Hand'], [(72, 112), 'Hand'], [(64, 136), 'Hand'], [(64, 152), 'Finish'], [(80, 152), 'Finish'], [(84, 20), 'Feet'], [(76, 124), 'Feet']]"
O Edge,cknight09,57,30,3,"[[(40, 8), 'Feet'], [(48, 48), 'Starting'], [(32, 72), 'Hand'], [(56, 88), 'Hand'], [(48, 104), 'Hand'], [(64, 128), 'Hand'], [(48, 152), 'Finish'], [(68, 20), 'Feet'], [(36, 36), 'Feet'], [(68, 68), 'Feet'], [(84, 100), 'Feet']]"
biscuit boy,BKBChicago,98,0,2,"[[(72, 8), 'Feet'], [(72, 40), 'Starting'], [(80, 40), 'Feet'], [(32, 56), 'Feet'], [(48, 72), 'Hand'], [(72, 80), 'Hand'], [(56, 96), 'Hand'], [(56, 112), 'Hand'], [(64, 144), 'Hand'], [(56, 152), 'Finish']]"
Easy Squeezy,snsrylss,103,15,4,"[[(112, 16), 'Starting'], [(32, 32), 'Feet'], [(80, 40), 'Starting'], [(16, 48), 'Feet'], [(56, 64), 'Hand'], [(88, 64), 'Hand'], [(40, 88), 'Hand'], [(40, 120), 'Hand'], [(24, 128), 'Hand'], [(40, 152), 'Finish']]"
los hombres,texas_tickler,219,15,6,"[[(72, 32), 'Starting'], [(48, 56), 'Starting'], [(48, 96), 'Hand'], [(40, 112), 'Hand'], [(80, 120), 'Hand'], [(88, 144), 'Hand'], [(112, 152), 'Finish'], [(68, 4), 'Feet'], [(28, 76), 'Feet']]"
7a benchmark soft again,sirtosa,70,15,5,"[[(40, 24), 'Feet'], [(72, 24), 'Starting'], [(64, 40), 'Starting'], [(16, 56), 'Hand'], [(64, 56), 'Hand'], [(40, 96), 'Hand'], [(64, 136), 'Hand'], [(80, 144), 'Hand'], [(112, 144), 'Hand'], [(136, 152), 'Finish'], [(76, 4), 'Feet'], [(68, 20), 'Feet'], [(36, 36), 'Feet'], [(68, 68), 'Feet'], [(132, 84), 'Feet'], [(68, 116), 'Hand']]"
it’s a beautiful morning,BKBChicago,1845,0,0,"[[(96, 16), 'Feet'], [(96, 48), 'Starting'], [(112, 48), 'Starting'], [(104, 72), 'Hand'], [(96, 80), 'Hand'], [(80, 96), 'Hand'], [(56, 104), 'Hand'], [(88, 104), 'Hand'], [(48, 120), 'Hand'], [(72, 136), 'Hand'], [(56, 152), 'Finish'], [(76, 44), 'Feet'], [(60, 60), 'Feet'], [(44, 76), 'Feet'], [(36, 100), 'Feet']]"
I leased my car and regret it,chris11brey,317,30,4,"[[(72, 8), 'Feet'], [(56, 16), 'Starting'], [(80, 32), 'Feet'], [(32, 40), 'Feet'], [(56, 40), 'Hand'], [(112, 40), 'Feet'], [(88, 56), 'Hand'], [(104, 72), 'Feet'], [(56, 80), 'Hand'], [(88, 88), 'Hand'], [(88, 96), 'Hand'], [(80, 120), 'Hand'], [(104, 120), 'Hand'], [(88, 152), 'Finish']]"
NEW LEVEL.,cliff_shredder,97,25,5,"[[(32, 8), 'Feet'], [(56, 32), 'Feet'], [(56, 48), 'Feet'], [(64, 48), 'Feet'], [(32, 56), 'Feet'], [(40, 56), 'Starting'], [(64, 88), 'Hand'], [(40, 112), 'Hand'], [(88, 128), 'Hand'], [(80, 144), 'Hand'], [(112, 152), 'Finish']]"
Longgggggg,PalmDog,48,15,5,"[[(112, 8), 'Feet'], [(104, 24), 'Starting'], [(96, 64), 'Starting'], [(96, 96), 'Hand'], [(72, 104), 'Hand'], [(104, 136), 'Hand'], [(112, 152), 'Finish']]"
Big Broken Dipper,dkimber,273,10,5,"[[(32, 32), 'Starting'], [(56, 64), 'Hand'], [(56, 104), 'Hand'], [(88, 152), 'Finish'], [(44, 4), 'Feet'], [(28, 4), 'Feet'], [(92, 60), 'Feet'], [(100, 84), 'Feet'], [(76, 92), 'Hand'], [(92, 108), 'Hand'], [(100, 116), 'Hand'], [(116, 132), 'Hand']]"
andrd12.FINAL,andrd2001,352,20,5,"[[(80, 56), 'Starting'], [(96, 56), 'Starting'], [(64, 88), 'Hand'], [(80, 112), 'Hand'], [(32, 120), 'Hand'], [(48, 152), 'Finish'], [(100, 20), 'Feet'], [(28, 76), 'Feet']]"
Im sorry,sheylo,146,0,3,"[[(64, 16), 'Feet'], [(88, 24), 'Starting'], [(112, 32), 'Starting'], [(8, 40), 'Feet'], [(48, 48), 'Hand'], [(64, 48), 'Hand'], [(16, 56), 'Hand'], [(24, 88), 'Hand'], [(32, 88), 'Hand'], [(8, 104), 'Hand'], [(56, 112), 'Feet'], [(32, 136), 'Hand'], [(8, 152), 'Finish'], [(100, 4), 'Feet'], [(44, 4), 'Feet'], [(4, 36), 'Feet']]"
Griptonique,lucadamico,85,30,5,"[[(96, 40), 'Feet'], [(120, 40), 'Starting'], [(120, 72), 'Starting'], [(88, 96), 'Hand'], [(80, 104), 'Hand'], [(8, 112), 'Feet'], [(56, 112), 'Hand'], [(32, 120), 'Hand'], [(32, 144), 'Hand'], [(64, 152), 'Finish']]"
Heeeeey Macarena,Subject.Nimby,102,40,4,"[[(48, 40), 'Feet'], [(72, 40), 'Starting'], [(104, 64), 'Feet'], [(88, 80), 'Hand'], [(64, 104), 'Hand'], [(88, 112), 'Hand'], [(96, 136), 'Hand'], [(120, 152), 'Finish'], [(84, 4), 'Feet'], [(52, 4), 'Feet'], [(60, 76), 'Feet']]"
le bazard,hockeyCH,55,15,3,"[[(72, 8), 'Feet'], [(24, 80), 'Hand'], [(48, 96), 'Hand'], [(40, 112), 'Hand'], [(72, 128), 'Hand'], [(48, 152), 'Finish'], [(20, 4), 'Feet'], [(12, 28), 'Feet'], [(60, 44), 'Starting'], [(20, 52), 'Starting'], [(52, 52), 'Feet'], [(44, 60), 'Hand'], [(60, 76), 'Feet']]"
Tra-la-la,will_avelar,387,0,1,"[[(88, 40), 'Feet'], [(112, 40), 'Starting'], [(96, 48), 'Starting'], [(112, 80), 'Hand'], [(104, 104), 'Hand'], [(72, 112), 'Hand'], [(104, 112), 'Hand'], [(72, 136), 'Hand'], [(72, 152), 'Finish'], [(108, 4), 'Feet'], [(92, 4), 'Feet'], [(116, 52), 'Feet'], [(84, 68), 'Feet'], [(108, 92), 'Feet']]"
